station_id,station_name,province,reading_time,temperature,humidity,wind_speed
2629,Stasiun New Michelle,Jawa Timur,2025-04-30 21:40:24,33.59,68.96,10.03
2630,Stasiun Gomezfurt,Sulawesi Selatan,2025-02-08 22:21:15,20.76,55.57,0.48
2631,Stasiun Lake Kelly,Sumatera Utara,2024-09-30 09:37:31,20.61,81.25,16.26
2632,Stasiun Brittanyville,Kalimantan Barat,2025-05-28 11:35:08,31.79,47.22,14.81
2633,Stasiun North Joannestad,Riau,2025-05-12 08:00:25,35.52,44.21,10.09
2634,Stasiun Mccoychester,Kalimantan Barat,2024-09-13 01:06:05,20.36,80.85,10.83
2635,Stasiun Gravesburgh,DKI Jakarta,2025-02-18 17:05:26,21.72,72.35,7.82
2636,Stasiun East Paulashire,Riau,2025-01-01 23:45:48,34.13,63.38,14.87
2637,Stasiun Graymouth,Riau,2024-08-02 22:20:58,24.93,51.15,5.29
2638,Stasiun Shirleyville,Sulawesi Selatan,2024-08-23 05:12:40,26.78,63.62,4.45
2639,Stasiun Petersonshire,Kalimantan Barat,2024-12-05 11:04:57,30.1,66.58,18.15
2640,Stasiun Mitchellfurt,Sumatera Utara,2024-09-23 17:49:32,26.88,94.62,14.55
2641,Stasiun East Bobby,Kalimantan Timur,2025-05-10 13:20:58,33.73,79.3,9.05
2642,Stasiun South April,Jawa Timur,2024-12-26 10:45:53,27.15,52.77,7.4
2643,Stasiun Coryport,Jawa Tengah,2024-07-29 20:47:20,31.57,58.28,16.19
2644,Stasiun Joshuamouth,Jawa Tengah,2024-08-20 01:33:39,21.72,49.31,17.3
2645,Stasiun West Sheila,Sulawesi Selatan,2024-09-02 03:20:13,30.68,44.61,8.06
2646,Stasiun East Elizabethberg,Sulawesi Selatan,2024-07-04 10:32:50,29.42,86.18,15.21
2647,Stasiun North Carmen,Jawa Timur,2024-06-13 21:38:24,33.81,53.86,6.23
2648,Stasiun North Tracy,Kalimantan Timur,2025-03-26 18:11:24,35.02,42.01,13.78
2649,Stasiun Jamesshire,Kalimantan Barat,2024-11-02 03:51:49,35.69,54.75,4.18
2650,Stasiun Meyermouth,Sulawesi Selatan,2024-09-15 02:37:54,29.82,57.22,13.04
2651,Stasiun Lake Jasmineville,Kalimantan Timur,2024-11-08 16:47:34,28.3,66.56,11.1
2652,Stasiun Snyderland,Jawa Tengah,2025-04-11 03:16:06,36.58,63.41,1.55
2653,Stasiun Jessicaville,DKI Jakarta,2025-05-19 02:21:12,33.62,48.92,14.96
2654,Stasiun Lake Lauraland,DKI Jakarta,2024-09-26 20:39:45,23.55,87.84,2.27
2655,Stasiun Joshuahaven,Kalimantan Barat,2025-01-30 20:32:58,28.91,74.44,10.49
2656,Stasiun Lake Haileyton,DKI Jakarta,2024-11-04 16:07:44,33.48,70.09,7.99
2657,Stasiun Jamesside,Riau,2025-01-26 20:33:19,22.12,94.77,14.4
2658,Stasiun Lake Courtneybury,Riau,2024-07-19 09:03:18,29.4,73.83,7.43
2659,Stasiun Wigginsbury,DKI Jakarta,2025-01-31 07:38:54,22.55,68.78,4.09
2660,Stasiun Theodorefort,Kalimantan Timur,2025-03-23 15:25:25,29.35,53.82,9.26
2661,Stasiun Campbellborough,Kalimantan Timur,2025-01-17 05:30:36,36.69,79.61,17.05
2662,Stasiun New Mercedesborough,DKI Jakarta,2024-05-31 13:16:30,22.96,79.33,9.48
2663,Stasiun South Angelaborough,Kalimantan Timur,2025-02-13 16:51:04,27.49,48.27,1.34
2664,Stasiun South Haileyfurt,Jawa Timur,2025-01-15 20:40:14,25.61,50.32,13.88
2665,Stasiun Lake Michael,Sulawesi Selatan,2024-12-10 03:08:23,25.96,43.36,9.37
2666,Stasiun West Mary,DKI Jakarta,2025-04-14 23:37:38,21.2,75.0,17.67
2667,Stasiun Henryfurt,Kalimantan Timur,2025-01-03 17:47:06,31.32,91.03,5.49
2668,Stasiun Phillipsbury,Kalimantan Barat,2024-07-10 10:13:50,30.52,56.82,12.49
2669,Stasiun Robertmouth,Kalimantan Barat,2024-09-26 05:35:49,36.82,70.86,12.83
2670,Stasiun Wilsonmouth,Sumatera Utara,2025-05-14 16:04:37,21.39,48.38,14.61
2671,Stasiun West Heidiberg,Riau,2025-03-08 23:09:12,23.21,71.0,2.53
2672,Stasiun Larsenfort,Kalimantan Barat,2025-01-04 21:58:54,25.94,82.46,11.84
2673,Stasiun North Kelly,Riau,2024-12-01 17:45:26,37.4,80.55,12.32
2674,Stasiun Brownmouth,Sulawesi Selatan,2024-09-02 22:24:48,23.77,40.15,4.64
2675,Stasiun Robertmouth,Sumatera Utara,2024-11-01 16:26:22,21.64,84.18,2.93
2676,Stasiun Ritaview,DKI Jakarta,2024-11-23 17:04:06,28.56,40.01,1.56
2677,Stasiun West Daisy,Jawa Timur,2024-06-16 01:12:48,22.47,84.4,8.51
2678,Stasiun Ortizshire,Sulawesi Selatan,2025-04-15 04:44:12,25.89,67.52,2.35
2679,Stasiun Port Colleen,Kalimantan Barat,2025-05-11 14:06:50,26.79,61.2,9.49
2680,Stasiun Davidside,Riau,2024-06-06 15:51:28,35.1,57.43,1.56
2681,Stasiun Port Nicholasmouth,Sumatera Utara,2025-04-28 13:37:16,37.2,92.0,16.67
2682,Stasiun Lake Brandonborough,DKI Jakarta,2024-10-09 15:18:24,35.12,70.83,9.8
2683,Stasiun East Mary,Riau,2024-10-21 20:19:59,32.34,70.68,8.71
2684,Stasiun West Laurie,Kalimantan Timur,2025-04-27 23:49:01,23.2,87.64,17.11
2685,Stasiun Robertside,Kalimantan Timur,2025-02-22 05:28:39,33.11,51.76,11.2
2686,Stasiun North Meganhaven,Sumatera Utara,2024-07-06 19:55:00,26.88,49.85,14.95
2687,Stasiun Moodyton,Jawa Timur,2024-07-26 16:59:28,23.53,59.85,3.9
2688,Stasiun Andrewbury,Riau,2024-06-11 17:20:04,25.91,90.11,18.32
2689,Stasiun Port Kristenfurt,Jawa Timur,2024-07-17 07:15:09,30.92,41.84,5.5
2690,Stasiun Michelleland,Sulawesi Selatan,2024-06-26 08:56:55,27.17,94.77,14.09
2691,Stasiun Smithside,Riau,2025-01-06 07:24:22,31.25,93.41,16.47
2692,Stasiun North Jill,Sulawesi Selatan,2025-03-15 21:09:41,37.95,74.77,9.81
2693,Stasiun Port Catherine,Sulawesi Selatan,2024-09-21 09:49:29,33.5,75.62,10.91
2694,Stasiun Ronaldtown,Jawa Tengah,2024-09-17 17:51:14,20.69,41.59,17.89
2695,Stasiun Harrisview,DKI Jakarta,2025-05-19 09:33:58,32.7,49.73,17.02
2696,Stasiun Bennettchester,Jawa Tengah,2024-07-03 09:00:26,27.55,86.52,1.12
2697,Stasiun Hoffmanfort,Jawa Timur,2024-09-11 06:25:42,25.66,87.18,5.55
2698,Stasiun South Andre,Sumatera Utara,2024-11-27 22:07:59,31.79,80.56,6.65
2699,Stasiun Beanside,Kalimantan Timur,2025-02-15 09:04:13,36.16,49.31,19.73
2700,Stasiun Walkertown,Kalimantan Timur,2024-10-22 12:18:26,29.29,91.73,8.06
2701,Stasiun South Mitchell,Jawa Timur,2024-12-22 01:42:39,21.17,85.38,10.03
2702,Stasiun Martinland,Riau,2024-07-04 05:24:07,21.51,64.39,5.51
2703,Stasiun East Michelle,Sumatera Utara,2024-11-25 06:48:51,32.4,62.51,12.71
2704,Stasiun North Donald,Jawa Timur,2025-01-10 13:14:04,25.6,70.83,2.35
2705,Stasiun Millsshire,Sulawesi Selatan,2025-03-04 04:19:13,30.23,78.3,11.32
2706,Stasiun Port Trevorchester,Sulawesi Selatan,2024-09-21 03:23:02,21.59,90.49,3.65
2707,Stasiun Maryton,Jawa Tengah,2024-09-24 18:56:12,23.34,72.51,19.32
2708,Stasiun Savageview,DKI Jakarta,2025-02-06 13:06:07,34.2,51.96,7.49
2709,Stasiun Gardnermouth,Jawa Tengah,2025-05-15 19:46:29,35.79,91.88,6.16
2710,Stasiun West Steven,Sumatera Utara,2024-11-22 19:04:28,33.45,80.6,6.21
2711,Stasiun North Ronaldland,Kalimantan Barat,2024-10-14 14:25:06,32.71,49.79,2.81
2712,Stasiun East Aprilville,Kalimantan Timur,2024-07-30 02:05:15,27.45,85.94,5.46
2713,Stasiun Kaneville,Sumatera Utara,2024-06-13 15:39:08,23.19,56.22,13.95
2714,Stasiun Simpsonhaven,Riau,2024-11-24 07:51:53,21.66,59.53,7.27
2715,Stasiun Rossport,Sulawesi Selatan,2024-07-12 07:57:05,34.93,77.79,3.41
2716,Stasiun Jenniferview,Kalimantan Barat,2024-12-07 05:10:47,22.8,71.28,19.88
2717,Stasiun Anneburgh,Kalimantan Barat,2024-07-21 01:45:14,26.24,84.6,15.93
2718,Stasiun Port Christina,Sumatera Utara,2025-02-15 08:09:33,26.16,93.27,11.03
2719,Stasiun Thomasborough,Riau,2025-05-07 07:46:16,21.63,82.54,5.16
2720,Stasiun East Alice,Sulawesi Selatan,2025-03-29 07:38:10,24.7,90.71,10.34
2721,Stasiun West Robertberg,DKI Jakarta,2024-11-18 05:28:38,28.55,65.7,6.46
2722,Stasiun West Jacquelineborough,Kalimantan Barat,2025-02-07 21:04:41,31.85,89.57,6.45
2723,Stasiun Riveraton,Jawa Tengah,2025-01-13 15:36:21,31.33,87.81,0.16
2724,Stasiun North Michael,Kalimantan Barat,2024-12-20 14:40:22,28.56,58.52,18.06
2725,Stasiun West Courtney,DKI Jakarta,2025-05-04 06:48:49,36.44,56.85,9.34
2726,Stasiun Justinchester,DKI Jakarta,2024-12-29 20:33:15,33.54,64.15,12.33
2727,Stasiun Michaelfurt,Kalimantan Barat,2025-05-06 15:09:49,33.16,66.05,4.87
2728,Stasiun North Brittany,Kalimantan Timur,2024-07-06 23:54:36,30.82,66.54,8.02
2729,Stasiun West Gregory,Jawa Timur,2024-12-22 06:09:03,37.47,88.26,15.26
2730,Stasiun Port Alexa,Jawa Tengah,2025-01-20 21:40:15,27.58,82.57,19.08
2731,Stasiun Riverashire,Kalimantan Barat,2025-01-06 06:33:32,30.68,49.02,3.33
2732,Stasiun Clarktown,Riau,2025-03-12 12:02:00,35.96,93.09,18.86
2733,Stasiun North Sarah,Sumatera Utara,2025-01-09 23:31:05,37.13,71.24,2.79
2734,Stasiun East Thomas,Kalimantan Timur,2024-05-30 11:24:31,34.19,42.96,1.81
2735,Stasiun North Derrickmouth,DKI Jakarta,2024-11-01 18:14:57,34.43,65.23,3.31
2736,Stasiun Murphyhaven,Jawa Timur,2025-03-03 23:17:14,31.85,51.02,3.44
2737,Stasiun New Phillip,Riau,2025-03-09 01:14:18,21.45,52.99,4.07
2738,Stasiun Kellyhaven,Jawa Tengah,2024-09-23 03:44:40,33.03,48.48,11.11
2739,Stasiun New Meganburgh,Kalimantan Timur,2025-05-10 17:10:57,20.09,48.76,2.0
2740,Stasiun Jenniferchester,Kalimantan Barat,2024-12-21 02:19:45,32.58,90.21,13.37
2741,Stasiun Nealview,Sulawesi Selatan,2025-02-04 17:00:44,32.71,81.97,1.92
2742,Stasiun Pearsonburgh,DKI Jakarta,2024-06-08 14:58:46,25.73,91.44,8.0
2743,Stasiun Melissastad,Kalimantan Timur,2025-02-20 11:01:35,36.16,85.09,14.61
2744,Stasiun New Anita,Kalimantan Barat,2025-05-29 20:35:51,30.74,69.38,6.94
2745,Stasiun South Neil,Jawa Timur,2025-05-06 05:23:08,23.99,73.47,15.36
2746,Stasiun East Scotthaven,Kalimantan Timur,2024-08-09 13:35:29,26.52,67.58,0.03
2747,Stasiun Markstad,Kalimantan Barat,2025-04-29 20:59:23,36.46,75.51,2.76
2748,Stasiun New Joshuaview,Sumatera Utara,2025-01-19 18:00:19,20.8,56.61,1.86
2749,Stasiun Williamsview,Kalimantan Barat,2024-09-07 12:35:12,31.77,63.41,5.7
2750,Stasiun New Madelinefort,Kalimantan Barat,2025-05-29 14:44:14,32.15,66.44,5.22
2751,Stasiun Henryfort,Kalimantan Barat,2025-02-28 07:00:13,23.23,61.9,10.35
2752,Stasiun North Mikeberg,Jawa Tengah,2025-02-12 02:42:42,28.37,44.55,13.72
2753,Stasiun Port Melissa,Jawa Tengah,2024-06-29 15:15:55,31.81,62.25,16.14
2754,Stasiun North Scottton,DKI Jakarta,2024-09-22 03:46:00,25.74,71.61,7.68
2755,Stasiun Tonyaborough,Sulawesi Selatan,2025-01-24 15:44:23,20.21,75.96,13.4
2756,Stasiun West Marymouth,Kalimantan Barat,2025-04-23 06:35:13,33.88,56.66,5.17
2757,Stasiun New Jennifer,Jawa Tengah,2024-10-11 03:45:42,30.87,84.13,9.01
2758,Stasiun Lake Richardton,Kalimantan Timur,2024-06-23 02:37:25,34.06,79.16,16.88
2759,Stasiun Lake Joseph,Kalimantan Timur,2024-08-01 10:05:07,22.01,49.84,8.48
2760,Stasiun West Charlottehaven,Kalimantan Barat,2024-10-26 20:38:42,35.67,44.4,0.14
2761,Stasiun West Joshuastad,Riau,2024-07-12 09:06:08,23.56,84.71,14.55
2762,Stasiun Carrollland,Sulawesi Selatan,2024-12-23 04:19:26,27.83,65.56,0.8
2763,Stasiun Davisland,Sulawesi Selatan,2024-08-05 01:00:15,28.28,42.75,11.99
2764,Stasiun East Lonnietown,Kalimantan Timur,2025-03-06 10:09:02,24.54,58.56,5.92
2765,Stasiun East Danamouth,Jawa Timur,2024-06-29 01:40:52,29.77,49.83,7.14
2766,Stasiun West Mary,Jawa Timur,2025-01-19 23:38:41,28.04,56.37,0.71
2767,Stasiun Lake Katelyn,Jawa Tengah,2024-07-17 20:45:58,26.43,42.01,14.77
2768,Stasiun South Janiceburgh,Sumatera Utara,2024-09-09 06:34:15,23.15,69.42,2.52
2769,Stasiun Robertborough,DKI Jakarta,2024-09-07 00:32:20,31.39,63.71,5.49
2770,Stasiun East Tiffany,Sulawesi Selatan,2024-09-02 02:40:49,32.4,53.43,16.51
2771,Stasiun Bakerfort,Sulawesi Selatan,2024-10-07 02:25:53,20.73,57.96,0.77
2772,Stasiun Michaelhaven,Jawa Tengah,2024-11-10 14:58:17,26.87,93.91,1.58
2773,Stasiun North Stephanie,Riau,2024-12-30 03:10:08,27.61,41.23,19.01
2774,Stasiun New Ashley,Riau,2025-05-28 08:16:05,32.99,80.85,1.59
2775,Stasiun Reedport,Kalimantan Barat,2024-08-14 03:40:29,37.37,83.65,11.42
2776,Stasiun Christopherborough,Riau,2024-09-01 16:41:07,31.08,69.65,15.87
2777,Stasiun Greenville,Jawa Timur,2024-12-05 05:24:14,26.74,66.01,15.21
2778,Stasiun South Donald,Kalimantan Barat,2024-12-30 17:10:28,24.95,77.89,3.71
2779,Stasiun Anneshire,Jawa Timur,2025-04-24 13:36:15,30.88,90.04,13.56
2780,Stasiun Jacquelinestad,Riau,2025-04-12 21:34:29,20.09,51.39,15.64
2781,Stasiun East Robertmouth,DKI Jakarta,2024-09-30 08:25:45,24.95,65.43,15.81
2782,Stasiun East Robinport,Kalimantan Timur,2024-07-28 19:50:02,21.75,52.37,14.18
2783,Stasiun Port Andrew,Sumatera Utara,2025-03-21 22:41:04,21.15,55.83,14.24
2784,Stasiun Watkinschester,Sulawesi Selatan,2025-02-21 08:37:10,30.58,74.91,6.58
2785,Stasiun Flowersview,Kalimantan Barat,2025-02-18 14:09:14,28.56,70.67,6.86
2786,Stasiun Timothyfurt,Kalimantan Timur,2024-09-17 00:29:30,26.23,64.44,9.24
2787,Stasiun Port Sarah,Sulawesi Selatan,2025-05-03 22:06:30,23.79,78.37,13.46
2788,Stasiun South Ronaldview,Riau,2025-05-13 19:37:17,27.25,76.34,11.43
2789,Stasiun Watkinsburgh,Jawa Tengah,2024-12-03 11:06:18,31.36,70.87,6.91
2790,Stasiun Oliviahaven,Sumatera Utara,2024-08-10 20:54:58,33.46,69.13,6.08
2791,Stasiun East Elizabeth,Kalimantan Timur,2025-03-14 09:39:18,28.13,65.71,3.12
2792,Stasiun North Kyleberg,DKI Jakarta,2025-03-19 02:54:37,31.24,71.07,8.31
2793,Stasiun Fostermouth,Jawa Timur,2024-05-30 16:38:09,33.52,55.61,14.88
2794,Stasiun East Nicole,Sumatera Utara,2024-09-17 10:12:48,26.76,69.57,7.57
2795,Stasiun East Joelborough,Jawa Tengah,2024-11-05 19:55:38,21.75,52.01,19.84
2796,Stasiun East Gail,Riau,2025-04-04 06:10:15,23.22,48.75,15.55
2797,Stasiun Adamburgh,Kalimantan Barat,2024-10-03 06:54:22,29.9,59.36,4.36
2798,Stasiun Piercefurt,Riau,2025-02-09 14:34:49,25.75,59.97,2.11
2799,Stasiun Barnettmouth,Kalimantan Timur,2025-02-12 07:50:08,29.04,69.29,4.5
2800,Stasiun South Davidberg,Kalimantan Barat,2024-10-23 10:31:40,28.91,65.52,16.52
2801,Stasiun Rachaelchester,Sulawesi Selatan,2025-01-03 09:52:03,22.83,88.03,8.0
2802,Stasiun West Tracyshire,Jawa Timur,2024-06-09 05:00:39,29.59,58.37,9.28
2803,Stasiun Port Joe,DKI Jakarta,2024-10-09 16:54:29,32.3,45.41,11.6
2804,Stasiun New Carolfurt,Kalimantan Barat,2025-04-29 10:17:09,37.54,62.57,12.73
2805,Stasiun East Vincent,Sumatera Utara,2024-06-15 13:06:40,22.49,74.1,19.98
2806,Stasiun Ryanmouth,Kalimantan Barat,2024-10-17 15:52:47,37.02,57.88,5.0
2807,Stasiun South Edward,Sulawesi Selatan,2024-09-21 00:12:11,32.32,92.35,0.45
2808,Stasiun Johnsonchester,Kalimantan Barat,2024-08-03 22:51:21,29.94,87.49,17.01
2809,Stasiun Flemingville,DKI Jakarta,2024-11-16 04:38:43,28.24,79.77,4.79
2810,Stasiun West Ginaville,Sulawesi Selatan,2025-01-24 22:25:53,36.87,90.68,6.45
2811,Stasiun Laratown,Riau,2024-07-28 03:30:47,21.17,41.7,11.55
2812,Stasiun New William,Sulawesi Selatan,2025-02-05 01:10:26,24.41,73.18,19.79
2813,Stasiun South Desireefurt,DKI Jakarta,2024-10-31 16:24:07,37.51,67.51,2.22
2814,Stasiun West Ronaldville,Kalimantan Timur,2025-01-05 20:34:24,35.7,89.99,4.9
2815,Stasiun Shawfort,Jawa Tengah,2025-02-14 10:40:17,20.12,41.78,13.54
2816,Stasiun Danielburgh,Sulawesi Selatan,2025-05-23 14:07:40,35.52,43.87,8.34
2817,Stasiun Bergland,Riau,2024-07-24 07:30:10,35.9,69.55,14.32
2818,Stasiun Stacyshire,Jawa Timur,2024-09-01 13:22:41,27.89,85.53,1.2
2819,Stasiun Grahammouth,Kalimantan Barat,2024-09-10 06:40:53,34.91,79.88,0.8
2820,Stasiun Port Tracystad,Kalimantan Barat,2024-06-17 16:10:37,32.9,68.14,12.99
2821,Stasiun Johnnymouth,Kalimantan Barat,2025-01-31 22:06:00,34.17,45.7,16.94
2822,Stasiun New Josephport,Jawa Tengah,2024-10-07 17:36:58,33.0,60.16,13.13
2823,Stasiun South Markton,DKI Jakarta,2025-01-02 23:41:58,36.43,83.76,4.2
2824,Stasiun Jessicaside,Jawa Tengah,2025-02-24 04:20:20,25.94,78.15,9.16
2825,Stasiun East Christopher,Sulawesi Selatan,2024-07-03 22:14:42,33.55,81.63,6.85
2826,Stasiun Lake Trevor,Sulawesi Selatan,2025-04-21 10:35:05,25.95,64.77,5.16
2827,Stasiun Teresabury,Riau,2025-04-30 23:00:25,30.7,81.87,2.96
2828,Stasiun Williamsmouth,Riau,2024-10-13 13:04:44,20.47,88.41,11.27
2829,Stasiun New Tiffany,Riau,2025-01-18 08:10:24,25.52,79.37,11.35
2830,Stasiun South Williamland,Riau,2024-09-30 18:04:46,28.56,64.19,5.9
2831,Stasiun Robertotown,DKI Jakarta,2024-08-05 13:32:02,22.64,56.08,7.68
2832,Stasiun Jenniferland,Sumatera Utara,2025-04-01 00:54:00,20.5,51.64,6.06
2833,Stasiun Sanfordborough,Jawa Timur,2024-12-24 21:34:27,24.67,79.66,14.91
2834,Stasiun Christinaside,Kalimantan Barat,2025-04-07 09:20:22,28.59,89.5,19.45
2835,Stasiun Lake Lauren,DKI Jakarta,2024-10-14 01:42:39,30.57,67.56,10.47
2836,Stasiun Lewischester,Kalimantan Barat,2024-09-07 17:57:34,35.58,66.69,3.38
2837,Stasiun West Walter,Sulawesi Selatan,2024-06-16 02:12:34,23.16,89.34,0.28
2838,Stasiun Browningport,Jawa Tengah,2024-09-06 23:29:12,26.16,57.01,4.49
2839,Stasiun Clarkchester,Riau,2025-01-25 10:12:51,30.96,80.08,2.39
2840,Stasiun Josephmouth,Sumatera Utara,2024-07-04 20:49:05,26.42,65.26,18.25
2841,Stasiun North Jenna,Jawa Timur,2024-08-19 02:59:00,35.12,86.52,15.66
2842,Stasiun Jessicamouth,Sumatera Utara,2024-12-31 02:45:33,33.34,60.0,0.66
2843,Stasiun Amberfort,Jawa Tengah,2025-05-05 00:17:08,37.14,67.91,5.43
2844,Stasiun West Matthewstad,Jawa Tengah,2025-03-26 20:12:37,37.47,43.08,11.33
2845,Stasiun South Melissa,Sumatera Utara,2024-11-28 15:08:12,24.4,83.85,3.65
2846,Stasiun Lake Peter,Sumatera Utara,2024-10-24 13:18:16,24.11,79.46,3.55
2847,Stasiun Lake Tommystad,Riau,2024-06-29 17:36:33,29.94,45.02,3.8
2848,Stasiun Kevinmouth,Jawa Tengah,2024-11-11 06:58:41,36.31,47.29,6.06
2849,Stasiun Johnsonshire,Sumatera Utara,2024-07-30 06:47:51,24.1,72.21,11.63
2850,Stasiun Annettechester,Sulawesi Selatan,2025-05-29 02:24:54,21.77,88.49,1.02
2851,Stasiun Port Teresaside,Jawa Tengah,2025-02-26 03:25:34,23.54,46.4,1.67
2852,Stasiun South Samantha,Sumatera Utara,2024-07-17 11:40:20,21.8,72.42,11.97
2853,Stasiun North Randyborough,Riau,2025-05-27 18:01:34,30.25,71.99,17.22
2854,Stasiun Gregoryburgh,Jawa Tengah,2025-03-06 11:29:01,32.96,64.35,12.85
2855,Stasiun Piercestad,Sulawesi Selatan,2025-02-28 18:47:34,37.86,53.85,8.14
2856,Stasiun Lesterview,Riau,2024-09-24 01:03:32,28.87,49.71,10.15
2857,Stasiun Crystalmouth,Riau,2024-11-29 20:19:36,37.13,56.48,17.35
2858,Stasiun Perezfurt,Sumatera Utara,2024-11-27 02:50:02,26.14,77.28,10.06
2859,Stasiun Mitchellmouth,Sulawesi Selatan,2024-07-26 17:11:12,22.01,81.61,3.64
2860,Stasiun South Keith,Jawa Timur,2024-12-10 22:27:52,25.75,93.59,9.41
2861,Stasiun Kathrynburgh,DKI Jakarta,2025-02-03 23:20:32,23.22,81.82,13.46
2862,Stasiun South Bettychester,Jawa Tengah,2025-05-21 05:15:48,36.66,64.38,12.76
2863,Stasiun Lopeztown,DKI Jakarta,2025-01-11 10:09:46,23.48,45.98,4.64
2864,Stasiun New Christine,Riau,2025-05-30 05:26:56,29.03,57.6,10.61
2865,Stasiun Doughertymouth,Jawa Tengah,2025-01-08 02:42:53,32.33,91.02,4.21
2866,Stasiun New Colleen,DKI Jakarta,2025-02-04 08:12:25,25.83,50.55,7.92
2867,Stasiun Andrewfurt,DKI Jakarta,2024-12-18 00:26:49,35.34,73.56,3.14
2868,Stasiun Port Robin,Sulawesi Selatan,2024-11-13 13:56:13,31.76,83.38,15.6
2869,Stasiun East Thomas,Riau,2025-02-14 17:24:46,24.12,54.46,18.69
2870,Stasiun West David,Riau,2024-06-23 01:22:42,26.67,56.84,14.53
2871,Stasiun East Beckymouth,Kalimantan Timur,2024-08-27 21:16:03,28.09,63.39,7.87
2872,Stasiun Fritzburgh,Kalimantan Barat,2025-05-20 16:37:20,20.1,91.7,1.11
2873,Stasiun Port Cassandramouth,Kalimantan Barat,2025-04-13 21:44:11,26.37,84.3,19.5
2874,Stasiun East Steven,Riau,2025-05-16 22:03:39,20.35,78.74,4.17
2875,Stasiun Lake Antoniochester,Riau,2025-04-12 01:42:30,25.31,60.54,6.44
2876,Stasiun Atkinsland,Kalimantan Barat,2025-03-12 09:12:33,25.86,70.8,3.99
2877,Stasiun Nicoleside,Sumatera Utara,2024-07-13 13:44:37,31.12,64.21,5.48
2878,Stasiun South Timothyton,Jawa Tengah,2024-09-14 09:17:19,24.38,57.9,9.59
2879,Stasiun Claytonton,Sulawesi Selatan,2024-10-10 02:29:15,37.14,92.07,15.62
2880,Stasiun Pattersonville,Kalimantan Barat,2024-07-07 05:34:45,32.38,89.99,9.74
2881,Stasiun Katherineshire,Riau,2025-03-01 14:55:38,37.76,72.24,1.19
2882,Stasiun Lake Garychester,Jawa Timur,2025-01-25 04:17:25,31.51,55.18,7.39
2883,Stasiun East Laura,Riau,2024-08-15 02:47:57,22.0,47.39,15.0
2884,Stasiun West Dawnland,Kalimantan Timur,2024-11-13 18:05:03,37.59,80.28,16.49
2885,Stasiun Goodwinview,DKI Jakarta,2024-10-02 11:01:01,30.62,71.57,11.24
2886,Stasiun Riveramouth,Sulawesi Selatan,2025-02-09 21:26:04,24.41,71.5,15.26
2887,Stasiun Brookeberg,Riau,2024-07-23 10:47:14,30.02,84.95,13.79
2888,Stasiun Anthonystad,DKI Jakarta,2024-12-22 05:05:46,33.9,43.74,15.72
2889,Stasiun Kristopherburgh,Kalimantan Timur,2024-12-23 17:02:24,37.23,59.87,15.45
2890,Stasiun Thomasmouth,Sumatera Utara,2025-01-31 07:02:39,23.31,65.76,9.22
2891,Stasiun Lake Linda,Kalimantan Timur,2024-07-16 08:06:36,23.58,93.43,5.18
2892,Stasiun Micheleview,Jawa Timur,2025-01-17 22:57:01,22.52,75.32,8.55
2893,Stasiun Port Jasonport,Sulawesi Selatan,2024-07-23 13:45:44,34.37,85.74,1.21
2894,Stasiun West Michaelhaven,Kalimantan Timur,2025-02-26 15:44:38,20.29,64.05,0.64
2895,Stasiun Woodsburgh,Kalimantan Timur,2025-05-20 13:05:55,34.22,67.06,11.5
2896,Stasiun New Melissa,Jawa Tengah,2024-09-22 04:17:24,33.22,71.09,19.48
2897,Stasiun Nicholasfort,Jawa Tengah,2025-01-22 04:45:27,29.57,83.92,16.93
2898,Stasiun Thompsonfurt,Jawa Tengah,2024-06-04 14:00:15,30.33,65.76,13.0
2899,Stasiun West Jeffreyborough,Sumatera Utara,2024-08-20 07:29:32,33.53,82.19,8.62
2900,Stasiun Charlotteville,Riau,2025-01-22 18:57:34,28.38,88.91,19.89
2901,Stasiun Victorshire,DKI Jakarta,2025-04-28 17:46:33,31.71,44.02,12.96
2902,Stasiun Port Juliehaven,Kalimantan Timur,2025-04-23 10:04:39,28.17,82.96,14.79
2903,Stasiun West Elizabeth,Kalimantan Barat,2024-10-22 22:19:23,36.01,62.08,5.88
2904,Stasiun West Williamview,Kalimantan Barat,2024-12-18 11:12:13,20.34,52.39,8.54
2905,Stasiun Port Brianshire,Riau,2024-12-07 09:17:18,35.4,72.14,15.36
2906,Stasiun West Laura,Sulawesi Selatan,2024-08-05 02:36:52,31.77,51.02,16.43
2907,Stasiun East Hannah,Kalimantan Timur,2024-11-12 23:00:36,36.08,79.32,11.54
2908,Stasiun New Josephview,Sumatera Utara,2024-07-02 18:04:39,33.91,51.34,3.63
2909,Stasiun Lake Mariah,Jawa Timur,2024-06-22 15:21:04,29.6,91.95,0.79
2910,Stasiun New Kevin,DKI Jakarta,2024-08-14 06:10:26,29.72,92.51,6.55
2911,Stasiun New Kathleen,Kalimantan Timur,2024-11-20 16:59:12,36.71,76.2,4.03
2912,Stasiun New Nicoleton,DKI Jakarta,2024-09-23 20:16:49,27.64,54.91,18.73
2913,Stasiun East Timothymouth,Sumatera Utara,2024-06-29 20:11:17,33.9,41.5,17.55
2914,Stasiun North Amy,Sulawesi Selatan,2024-08-16 21:49:48,22.22,92.14,0.51
2915,Stasiun Evanstown,Sumatera Utara,2024-12-28 20:24:21,26.85,64.57,7.98
